,Number of Tricycles,Number of Sectors,Intersection Algorithm,Number of Passengers,Total Trips Completed,Completion Rate,Average Wait Time,Average Travel Time,Total Distance,Productive Distance,Efficiency Percentage,Seed
557,20,6,basic,557,435,78.09694793536805,431.8551724137931,133.08505747126438,757.9179272549434,269.1045894516766,35.50576913074613,305489378.0
558,15,6,basic,549,406,73.95264116575592,579.4162561576354,124.16009852216749,569.2116783091249,234.88121075686695,41.264299329661455,447450854.0
559,5,8,smart,570,276,48.421052631578945,1031.8840579710145,121.03985507246377,191.2971202645316,145.30063070317678,75.95547204382927,456738583.0
560,10,6,smart,576,382,66.31944444444444,610.4921465968587,124.15968586387434,381.5739411257901,211.93703033431663,55.542847006014284,738646825.0
561,5,6,smart,541,261,48.24399260628466,956.4865900383141,134.08045977011494,191.20848808586982,135.69609060651518,70.96760816683798,676261138.0
562,15,8,smart,595,471,79.15966386554622,400.2823779193206,120.4692144373673,570.286410844402,271.84273644775243,47.66775628499458,852052273.0
563,15,8,smart,598,464,77.59197324414716,535.5862068965517,123.92025862068965,570.3462752621995,264.3238477709812,46.34445059704586,116942809.0
564,10,6,smart,515,343,66.60194174757281,568.8950437317784,120.09620991253644,380.97278184143704,197.45569287536313,51.82934379746459,228056230.0
565,15,6,smart,560,425,75.89285714285714,465.94117647058823,126.17411764705882,570.6107154359781,255.32614280910042,44.74611778259669,350929302.0
566,5,6,basic,536,262,48.88059701492538,959.4809160305343,118.29770992366412,191.33161636103333,133.92541196480389,69.99648804100063,62156218.0
567,15,6,smart,546,414,75.82417582417582,529.7270531400966,121.46859903381643,569.7677198201407,246.44974977799197,43.254424777835624,153044519.0
568,20,6,basic,555,440,79.27927927927928,437.39772727272725,123.48863636363636,758.4715937663055,267.2688550255217,35.23782000830878,534967818.0
569,5,6,basic,570,281,49.29824561403508,941.1672597864768,117.45195729537366,191.22408927984083,142.2105806872732,74.36854907916944,930593199.0
570,5,4,basic,558,288,51.61290322580645,950.9791666666666,119.84027777777777,191.33248648565,142.41540118704486,74.43346595389909,112043825.0
571,20,8,basic,543,452,83.24125230202579,373.75221238938053,120.86946902654867,757.5061893391911,262.32895911639054,34.63060273411531,549004394.0
572,20,6,basic,559,435,77.8175313059034,393.56091954022986,123.64597701149425,757.1457276769387,259.5638495110298,34.28188788800527,272813683.0
573,20,8,smart,588,490,83.33333333333334,424.39183673469387,127.00408163265305,758.9074271541344,301.4772562712081,39.72516877344751,884281372.0
574,5,4,smart,578,248,42.90657439446367,867.2741935483871,127.6008064516129,191.05219850434065,132.73283960242017,69.47464653195526,470148314.0
575,20,8,smart,557,453,81.32854578096948,482.54746136865344,123.8167770419426,758.3243094607122,272.57009752630455,35.94373728044466,194642212.0
576,15,6,smart,541,431,79.66728280961183,509.41299303944317,126.5986078886311,570.3456172644909,253.08892436965945,44.37465927826925,755568905.0
577,5,6,smart,566,272,48.0565371024735,937.3970588235294,124.44117647058823,191.56758718117786,143.28477346748787,74.79593785976652,116942809.0
578,15,8,smart,568,442,77.8169014084507,517.893665158371,124.05882352941177,570.88202547753,261.39949296131067,45.7887061241166,572435721.0
579,15,8,basic,577,443,76.77642980935875,438.04966139954854,121.23024830699774,569.971460503115,250.48214138377895,43.94643569744313,358368805.0
580,20,8,basic,548,453,82.66423357664233,352.58057395143487,125.63576158940397,758.0234454512201,271.32593083877174,35.793870554658454,315111282.0
581,5,4,basic,556,268,48.201438848920866,1005.4664179104477,121.55970149253731,191.3831109203715,135.74222970427437,70.92696374903866,433448262.0
582,5,8,basic,558,269,48.2078853046595,914.553903345725,117.30111524163569,191.38057134903516,140.49430962100004,73.4109573561519,383864777.0
583,20,8,basic,522,441,84.48275862068965,392.9591836734694,120.71655328798185,757.3797833716288,258.67620406222613,34.15409412047901,805309175.0
584,5,4,basic,593,254,42.83305227655986,908.8897637795276,123.53149606299213,190.9210749947168,132.14796964847935,69.21602010261893,671082961.0
585,10,4,basic,569,352,61.86291739894551,554.0909090909091,129.27272727272728,380.9071361320766,209.7319194929238,55.06116835264564,8501172.0
586,15,6,basic,587,410,69.84667802385009,365.7390243902439,116.51219512195122,569.3458184987003,231.09215266582032,40.5890664614318,655359215.0
587,10,6,basic,581,364,62.65060240963856,547.5027472527472,116.67857142857143,380.6095745736414,197.55532140034916,51.90497943244083,260244418.0
588,15,8,smart,593,456,76.89713322091062,439.49342105263156,124.37938596491227,570.5825212860814,267.891641715877,46.95055171196879,470148314.0
589,15,8,smart,572,447,78.14685314685315,424.7136465324385,118.07158836689038,570.5717307491703,257.11664067920475,45.06298276320249,601135142.0
590,5,6,smart,497,287,57.74647887323944,1064.121951219512,124.20557491289199,191.05489825393119,138.7651127393248,72.63101548691623,316514901.0
591,10,8,smart,598,425,71.07023411371237,690.2729411764706,120.80235294117647,381.60361511173306,228.64216980758854,59.91614354613554,116942809.0
592,5,6,smart,537,273,50.83798882681564,893.1135531135532,122.9084249084249,191.09503824937053,144.47097922266744,75.60163808865578,447450854.0
593,20,6,smart,565,479,84.77876106194691,350.544885177453,127.16283924843424,759.646358120184,309.33017813187587,40.720287121147045,532925674.0
594,20,6,basic,554,423,76.3537906137184,382.2789598108747,126.47517730496453,757.7248583866034,254.7763542985397,33.623861152058005,442685285.0
595,15,8,basic,560,432,77.14285714285715,563.8078703703703,124.45833333333333,570.3133486172934,258.2671498493693,45.28513149403389,383864777.0
596,20,4,smart,578,487,84.2560553633218,398.1211498973306,131.2135523613963,759.2576543108812,309.45684832847576,40.75781739854116,456738583.0
597,15,4,smart,532,402,75.56390977443608,475.863184079602,126.07462686567165,570.5820545391739,250.92790785850787,43.977532392105786,48265950.0
598,5,6,basic,537,268,49.906890130353815,1120.9291044776119,126.94402985074628,191.15604467394513,133.42731172787092,69.80020535341055,530467456.0
599,5,8,basic,593,283,47.72344013490725,905.1024734982332,112.41342756183745,191.0913134081599,139.94777774410824,73.23607507222893,485221178.0
600,20,8,basic,557,432,77.55834829443447,440.43981481481484,123.71064814814815,757.4896720575036,247.61679327766203,32.68913127291649,194642212.0
601,15,4,smart,555,448,80.72072072072072,532.0982142857143,129.04241071428572,570.906154462714,270.4088175445721,47.36484541825561,783435377.0
602,5,4,smart,542,265,48.8929889298893,863.2981132075472,117.58490566037736,191.10490478830812,135.39361956905773,70.8477993900977,755568905.0
603,15,8,basic,547,404,73.85740402193784,460.7029702970297,122.49752475247524,568.9890653661379,238.31151199130306,41.88332017205855,948896778.0
604,20,6,basic,549,432,78.68852459016394,386.4699074074074,124.0,740.0070519063057,262.7058290635552,35.50044940609797,447450854.0
605,15,6,basic,505,374,74.05940594059406,479.1898395721925,121.8048128342246,569.0617227804838,225.86380329730406,39.69056330018375,158944640.0
606,10,4,basic,575,364,63.30434782608696,619.1483516483516,121.06318681318682,380.94070508923903,200.27652512083512,52.57419919825013,48265950.0
607,15,8,smart,561,416,74.15329768270945,456.49278846153845,119.98557692307692,569.5729656030653,235.7244778485597,41.38617737921849,783435377.0
608,15,4,basic,550,417,75.81818181818181,470.6546762589928,125.32613908872902,570.1584164636455,252.74918792759092,44.329642539567196,549004394.0
609,10,8,smart,547,403,73.6745886654479,638.258064516129,124.06451612903226,381.98512953630205,232.2507398027747,60.800989840810715,119596844.0
610,10,8,basic,556,388,69.7841726618705,594.8917525773196,126.01288659793815,381.31886122476067,225.33483299496652,59.09354503766533,708741215.0
611,10,6,basic,523,358,68.45124282982792,681.804469273743,127.41340782122904,380.7399242048643,201.00067837767358,52.79212018478036,671082961.0
612,10,8,smart,584,414,70.8904109589041,733.2004830917874,123.79468599033817,381.1220683295904,221.35739877088824,58.0804464409709,362523190.0
613,15,6,basic,581,417,71.77280550774526,501.947242206235,119.24460431654676,569.4499184584555,234.6417837391077,41.204990313160636,194642212.0
614,15,4,smart,595,437,73.44537815126051,469.21967963386726,130.21052631578948,570.3337102263064,262.21415226063283,45.97556615697628,260244418.0
615,10,4,smart,574,387,67.42160278745645,650.7545219638243,124.33074935400516,381.9506943225292,222.9171476174649,58.36280727617367,362523190.0
616,5,4,smart,507,264,52.071005917159766,1064.5,120.68560606060606,191.28011481271656,135.1830710939723,70.67283038089496,655359215.0
617,15,4,basic,564,432,76.59574468085107,500.85185185185185,127.02083333333333,570.4488553025639,267.15337394421573,46.83213428529339,119596844.0
618,15,6,smart,555,428,77.11711711711712,450.8014018691589,124.29906542056075,570.6202863987032,251.03556113349623,43.993451883358546,481403749.0
619,20,4,basic,556,464,83.45323741007195,408.0948275862069,129.94612068965517,758.4805770984863,292.6514068423377,38.58390256502743,878640559.0
620,5,8,basic,531,257,48.39924670433145,951.6692607003891,114.82879377431907,191.05507291785614,132.11628216522072,69.15088939932203,187959148.0
621,5,4,basic,580,284,48.96551724137931,1025.2957746478874,123.06338028169014,191.57966123014737,143.80586649619323,75.06322204184148,362523190.0
622,20,6,basic,528,434,82.1969696969697,319.51612903225805,125.07834101382488,757.8000022710228,258.6898005401696,34.13694903205486,268048516.0
623,15,8,smart,568,451,79.40140845070422,469.25942350332593,124.5609756097561,570.4267225973764,269.6644530517205,47.274162020992385,655359215.0
624,15,8,smart,565,445,78.76106194690266,485.51460674157306,120.12584269662922,570.2149913242388,259.60928933853756,45.52831708889904,292906152.0
625,20,6,basic,541,435,80.40665434380776,418.64367816091954,128.68965517241378,757.7750716345473,266.483919130121,35.16662517748253,8501172.0
626,15,6,basic,560,410,73.21428571428571,426.99024390243903,125.50487804878048,570.2771525061089,244.11678599317045,42.80669231099092,350929302.0
627,20,4,basic,578,455,78.719723183391,417.23296703296705,124.46813186813186,758.6383784831813,279.0715016426562,36.78584020500395,456738583.0
628,5,4,basic,557,281,50.44883303411131,1240.7544483985764,129.864768683274,191.24585623479442,143.9256935492892,75.256895172981,783435377.0
629,15,6,basic,521,387,74.28023032629558,439.3488372093023,122.42377260981912,569.8060890732527,230.00911496696293,40.36620867654393,671082961.0
630,15,4,basic,533,388,72.79549718574108,490.14690721649487,126.30927835051547,569.7189149153688,239.40495849754288,42.0215920921471,676261138.0
631,15,6,basic,566,400,70.6713780918728,509.99,116.8625,569.1414069036649,221.15044267337197,38.856853497360234,187959148.0
632,15,6,smart,521,391,75.04798464491363,418.0869565217391,123.7237851662404,569.8658450463536,236.86473751677278,41.56499982860105,671082961.0
633,10,6,basic,577,367,63.60485268630849,592.3978201634877,120.04359673024523,381.0759732451897,204.96721186098134,53.78644319018836,481403749.0
634,5,6,basic,514,260,50.583657587548636,1002.1,120.47307692307692,191.30636905899874,139.69906768047295,73.02374111621441,158944640.0
635,15,6,smart,565,437,77.34513274336283,493.1716247139588,125.94050343249428,570.0668004344752,257.3484223626991,45.14355548622751,597572982.0
636,10,6,smart,573,373,65.09598603839441,651.1528150134048,127.76943699731903,381.6420632870942,219.81066528979295,57.59602686259405,460669441.0
637,10,6,basic,546,359,65.75091575091575,665.7966573816155,119.24791086350974,380.60636233856616,198.84986165940563,52.24554325303682,153044519.0
638,15,8,basic,574,433,75.43554006968641,438.49422632794455,118.77598152424942,570.3065142762416,249.40517467225297,43.731777286248494,530467456.0
639,15,8,basic,588,427,72.61904761904762,404.04918032786884,115.96252927400468,569.6049050975333,243.1232754772453,42.682791756439556,590926899.0
640,15,4,smart,550,417,75.81818181818181,505.5011990407674,128.78177458033574,571.0542438403721,257.3733911338586,45.069867514337695,708741215.0
641,10,8,smart,597,409,68.50921273031825,533.8508557457212,118.47921760391198,381.4447096842552,228.97091788020654,60.02728890112006,852052273.0
642,5,4,smart,557,285,51.16696588868941,1077.361403508772,126.74035087719298,191.30130621755967,145.02541150535052,75.80994315868323,783435377.0
643,5,6,smart,585,296,50.598290598290596,1054.706081081081,121.8141891891892,191.14294951138024,145.12253932305023,75.92356385314122,481660159.0
644,20,8,basic,602,458,76.0797342192691,334.57860262008734,120.61572052401746,757.9031175006949,272.80420191511666,35.994600842219995,228056230.0
645,5,4,smart,574,272,47.386759581881535,972.2426470588235,122.61764705882354,191.37510857834621,143.23318454575536,74.84420811555948,153354925.0
646,5,8,smart,616,284,46.103896103896105,977.0070422535211,114.8556338028169,191.13408641214116,140.63863321191363,73.58113659991315,48265950.0
647,20,4,smart,549,468,85.24590163934425,370.45940170940173,128.43803418803418,759.5406529255396,295.2262936712607,38.869057572380235,34346284.0
648,20,6,smart,519,424,81.69556840077071,331.92216981132077,132.42216981132074,759.0303716918202,273.7050503758262,36.05982851065086,110158532.0
649,5,8,smart,580,291,50.172413793103445,1088.2886597938145,120.893470790378,191.65861392148864,145.38541471782514,75.85644691001525,274970204.0
650,15,8,basic,582,455,78.1786941580756,450.96043956043957,120.34285714285714,570.2013289724526,259.77957158110473,45.55927150314571,534967818.0
651,15,4,basic,570,424,74.3859649122807,530.4622641509434,127.49764150943396,570.2775258087635,256.82022419817594,45.034253074230016,922285065.0
652,10,4,basic,558,374,67.02508960573476,569.663101604278,119.52139037433155,381.3748749219191,210.84665201728782,55.28593147633429,173249261.0
653,20,8,basic,555,432,77.83783783783784,337.44675925925924,122.92361111111111,758.1439002617154,265.56082192019306,35.027759483195744,460669441.0
654,10,4,smart,599,372,62.10350584307178,731.8924731182796,129.78763440860214,381.29386169062906,220.8527489825297,57.9219261498952,470148314.0
655,20,6,smart,563,460,81.70515097690941,379.2717391304348,128.2413043478261,758.3215276315433,282.66298922607854,37.27482063036197,653495709.0
656,15,4,smart,580,433,74.6551724137931,411.6928406466513,123.364896073903,570.8794816198752,264.66259471428657,46.360502213760476,456738583.0
657,20,8,smart,581,473,81.41135972461274,389.19027484143766,123.35940803382664,758.723522403671,286.4287265333333,37.75139666500834,173249261.0
658,10,4,smart,556,382,68.70503597122301,672.1675392670157,123.86910994764398,381.25889258870455,216.1303240609385,56.6885988136403,783435377.0
659,15,4,basic,546,422,77.2893772893773,508.2962085308057,128.48578199052133,570.0738059263086,257.80646278239107,45.22334829320622,110158532.0
660,20,6,basic,512,388,75.78125,366.61340206185565,127.55670103092784,757.2361074954486,238.2111755725461,31.457978986293632,228056230.0
661,20,8,basic,560,456,81.42857142857143,394.9188596491228,120.45394736842105,758.174983788308,270.00254614493167,35.61216762861695,930593199.0
662,20,6,basic,561,443,78.96613190730838,379.36568848758463,126.29345372460497,757.7851504235779,272.69527080800634,35.98582931528526,116942809.0
663,5,4,basic,550,260,47.27272727272727,963.723076923077,121.51923076923077,191.04915804319816,133.4873039172235,69.87065804657493,442685285.0
664,5,6,basic,547,261,47.714808043875685,986.4789272030652,122.48275862068965,191.29450276900565,130.0374081390502,67.97759802647053,358368805.0
665,5,8,basic,577,288,49.91334488734835,1029.7916666666667,119.71875,191.6260026067713,143.28883978506542,74.77525901278815,530467456.0
666,10,6,basic,597,379,63.484087102177554,558.4459102902375,122.2664907651715,381.3726710813333,211.2904483021956,55.40261909777349,922285065.0
667,15,4,basic,560,404,72.14285714285714,458.2004950495049,123.43316831683168,569.098495926225,236.77500454127815,41.60527680817705,852052273.0
668,20,4,smart,554,476,85.92057761732852,405.7226890756302,133.36974789915968,759.0210558193398,305.1079211105527,40.197556941447175,783435377.0
669,10,4,basic,561,354,63.101604278074866,625.5310734463277,124.33333333333333,380.96284915857325,207.28674903574066,54.41127645217156,948896778.0
670,20,4,basic,580,441,76.0344827586207,378.73015873015873,125.93650793650794,758.1836917859641,275.27440658093883,36.3070862065771,153354925.0
671,5,4,basic,507,256,50.4930966469428,1024.42578125,118.0234375,191.40055672891012,132.73920851955205,69.3515268649699,655359215.0
672,5,4,smart,533,260,48.78048780487805,884.2115384615385,119.95384615384616,191.21089951603102,135.72551460374072,70.98210141120201,485221178.0
673,10,4,smart,578,390,67.47404844290658,635.1769230769231,128.77435897435896,382.0175554298152,231.70644349772448,60.65334961819416,119596844.0
674,5,4,smart,557,259,46.49910233393178,865.096525096525,129.1196911196911,191.42174363958577,139.03448932990918,72.63254773798697,481403749.0
675,5,4,smart,583,286,49.056603773584904,1005.6643356643357,125.23776223776224,191.32096294498928,145.78769676257303,76.20058697095912,530467456.0
676,5,8,basic,581,277,47.67641996557659,920.4043321299639,118.16606498194946,190.85676320307874,134.58780950026784,70.51770513212642,878640559.0
677,5,6,basic,554,275,49.63898916967509,1016.0254545454545,121.00727272727272,191.2255922014381,137.4028503109488,71.85379777315993,481403749.0
678,5,8,basic,543,272,50.09208103130756,1093.985294117647,121.47058823529412,191.06338069051054,133.61927476553592,69.93452867976619,228056230.0
679,15,8,smart,579,439,75.82037996545769,426.41913439635533,123.47152619589977,570.3038199531738,256.53964882859003,44.98297922143566,315111282.0
680,15,6,basic,544,388,71.32352941176471,456.0257731958763,119.8659793814433,569.0305110876874,219.9529189934376,38.65397631719312,362523190.0
681,5,6,smart,559,269,48.1216457960644,978.1784386617101,127.85873605947955,191.24938356447797,140.004124634404,73.20500700448162,485221178.0
682,20,8,basic,578,446,77.16262975778547,403.1591928251121,119.94618834080717,757.412930616119,256.62293106021644,33.881509106461394,153354925.0
683,20,6,smart,545,435,79.81651376146789,419.75172413793103,129.53563218390804,758.8220928766068,281.87360790150893,37.14620469640765,979009661.0
684,10,4,smart,571,400,70.05253940455341,581.9975,126.215,381.7503940048183,225.15446792973302,58.979498506265124,738646825.0
685,15,8,smart,533,432,81.05065666041276,513.2523148148148,121.39351851851852,570.3898074683997,256.06154446902127,44.89237730342989,755568905.0
686,5,4,basic,561,281,50.08912655971479,1022.982206405694,122.06049822064057,191.19384171165737,144.13589327880612,75.38730954325395,852052273.0
687,20,4,smart,610,499,81.8032786885246,311.1182364729459,127.14228456913828,759.5980450503821,319.4720921772911,42.058045601749974,116942809.0
688,5,6,smart,548,290,52.919708029197075,954.0,116.34827586206896,191.05758445443539,135.15626046857165,70.74111234814893,532925674.0
689,20,6,smart,557,443,79.53321364452424,370.55981941309255,129.9255079006772,759.0363910462436,278.24751090878203,36.657993502162675,305489378.0
690,20,8,smart,577,495,85.78856152512998,330.2141414141414,126.07474747474747,759.2449109967309,307.76627359091486,40.535836214810004,268048516.0
691,5,6,basic,568,274,48.23943661971831,865.2408759124088,115.31021897810218,190.8617388319787,132.9168477895021,69.64038397790809,720265055.0
