,Number of Tricycles,Number of Sectors,Intersection Algorithm,Number of Passengers,Total Trips Completed,Completion Rate,Average Wait Time,Average Travel Time,Total Distance,Productive Distance,Efficiency Percentage,Seed
756,5,4,basic,563,255,45.293072824156305,1009.7450980392157,123.73725490196078,191.52193869031697,137.44007462887123,71.76205272812433,447450854.0
757,5,6,basic,565,270,47.78761061946903,1009.6925925925926,121.91111111111111,191.32815109946986,136.62171929649858,71.40701381966008,708741215.0
758,15,8,basic,587,447,76.14991482112437,470.7427293064877,119.45413870246085,569.8419614609542,259.23602709211696,45.49261806334701,316514901.0
759,20,4,basic,589,457,77.58913412563668,405.4835886214442,131.36105032822758,758.5512188662358,289.8493074702151,38.21090788087279,390126418.0
760,20,8,smart,592,489,82.60135135135135,324.1431492842536,122.64621676891616,758.9878258080189,299.0535935548764,39.40163246182556,852052273.0
761,10,8,basic,595,400,67.22689075630252,565.01,118.8875,380.95868961593226,219.52605755845687,57.62463583119065,470148314.0
762,10,4,smart,534,398,74.53183520599251,684.8768844221106,127.12311557788945,382.07588993605845,233.2088725288862,61.03731710679635,481660159.0
763,5,4,basic,567,297,52.38095238095239,960.6565656565657,122.82828282828282,191.42862289113467,145.77989336466365,76.15365516554364,653495709.0
764,5,4,basic,542,266,49.07749077490775,1086.3045112781954,127.37218045112782,191.04291450887717,137.17290729311762,71.80214332772002,930593199.0
765,20,8,basic,569,463,81.37082601054482,317.40172786177106,116.99784017278618,757.8913387432125,268.0780578350534,35.371569000854244,70952804.0
766,5,6,basic,533,264,49.530956848030016,867.2954545454545,119.97348484848484,191.2461386036314,135.15921901005373,70.67291397196728,268048516.0
767,20,6,basic,545,409,75.04587155963303,397.6723716381418,125.21760391198045,757.862441845875,254.37205383257248,33.564409553403316,979009661.0
768,15,8,smart,529,427,80.71833648393195,429.9578454332553,121.16861826697892,570.0590673585644,252.09225638581478,44.22212904250674,158944640.0
769,15,8,smart,595,457,76.80672268907564,424.87527352297593,124.86433260393873,571.2750853194816,276.32452871193425,48.369784682173155,720265055.0
770,5,8,smart,571,279,48.86164623467601,1017.5268817204301,123.3584229390681,191.31898885605983,142.79211366083806,74.63562007860531,315111282.0
771,20,8,smart,581,480,82.61617900172116,387.99791666666664,123.35833333333333,758.8864410636121,290.34409981049134,38.25922879891773,362523190.0
772,20,6,smart,561,454,80.92691622103388,353.0726872246696,123.28414096916299,758.2814392917003,267.68729349209434,35.301839082615174,34346284.0
773,10,8,smart,589,397,67.40237691001698,659.8992443324937,118.88664987405542,381.37071435642633,217.68508489793453,57.079654179866466,590926899.0
774,5,4,smart,535,253,47.28971962616823,1003.8102766798419,121.52569169960475,191.40618463883288,135.44137470134476,70.76123217069033,676261138.0
775,15,6,smart,559,423,75.67084078711986,478.59810874704493,127.39716312056737,570.1279902327734,254.42613314756454,44.626143165447246,456738583.0
776,5,6,smart,534,283,52.99625468164793,1127.6643109540637,125.86219081272085,191.2036280968117,140.59627770962356,73.53222274549924,274970204.0
777,20,8,smart,575,455,79.13043478260869,365.52967032967035,123.3912087912088,759.2270874691814,283.3675491370515,37.32316112187633,274970204.0
778,5,6,basic,513,251,48.927875243664715,1034.8525896414342,123.26294820717132,191.45902759483374,132.75946232673346,69.34092583384445,572435721.0
779,10,6,basic,515,336,65.24271844660194,677.7083333333334,120.9047619047619,380.66789144131036,190.20311549770253,49.965631400521524,315111282.0
780,20,4,smart,558,482,86.37992831541219,374.0207468879668,129.92116182572613,759.4811830632012,297.60001497724045,39.184646257717134,549004394.0
781,10,4,basic,549,325,59.19854280510018,606.9723076923077,114.6923076923077,342.628429364974,178.62376585903533,52.13337556083593,442685285.0
782,20,8,smart,574,480,83.62369337979094,375.33958333333334,127.13333333333334,759.1820780988747,310.7564762895728,40.93306273348306,979009661.0
783,20,6,smart,595,490,82.35294117647058,337.61632653061224,124.65510204081633,759.3903518549461,302.06440985100755,39.777225127124865,367405145.0
784,15,8,basic,568,427,75.17605633802818,460.3395784543325,120.87822014051523,569.6043905618271,246.5164542530396,43.2785382868782,447450854.0
785,10,4,smart,568,394,69.36619718309859,671.4543147208121,123.41878172588832,381.16598435326773,220.08704635841923,57.74047406980597,852052273.0
786,10,4,basic,596,389,65.26845637583892,667.8868894601543,133.75321336760925,382.02688391373056,232.5580448302421,60.87478515851215,70952804.0
787,15,8,smart,594,440,74.07407407407408,475.1909090909091,121.94318181818181,569.9129618861376,256.054834812836,44.92876139637493,272813683.0
788,20,6,basic,543,425,78.26887661141805,316.4164705882353,123.04235294117647,757.7423511362903,257.3981602987673,33.969087238265075,433448262.0
789,20,4,basic,586,481,82.08191126279864,445.987525987526,131.6237006237006,758.6506008242139,288.35966624128224,38.009548259502104,534967818.0
790,10,6,smart,549,355,64.66302367941712,588.4901408450704,120.68169014084508,380.7834295456177,199.46470605050635,52.38271693926496,720265055.0
791,10,6,smart,564,392,69.50354609929079,718.280612244898,120.59693877551021,381.1307729963573,213.51623949142046,56.02177903736501,770142391.0
792,5,4,smart,553,293,52.98372513562387,1058.8668941979522,122.71672354948805,191.2484718388194,141.55262360262378,74.01503512243573,272813683.0
793,15,8,basic,576,456,79.16666666666666,474.9736842105263,119.00877192982456,570.0727677441179,258.3163794571435,45.31287829786162,433448262.0
794,15,4,smart,550,436,79.27272727272727,557.9151376146789,124.84862385321101,570.3424939941942,262.3272360332068,45.994685438233745,597572982.0
795,20,8,basic,590,463,78.47457627118644,373.2526997840173,124.54427645788337,758.5445572278754,289.8011799209601,38.20489873133458,8501172.0
796,5,8,smart,550,270,49.09090909090909,901.6925925925926,121.8037037037037,191.25301437515216,136.48239173741172,71.36221731370719,350929302.0
797,10,4,smart,545,362,66.42201834862385,589.3480662983426,128.45027624309392,381.5676810783351,210.51318048095013,55.17060037318312,481403749.0
798,15,6,smart,521,405,77.73512476007679,447.57283950617284,130.29382716049383,570.1453554459116,249.71464789383515,43.7984183346601,110158532.0
799,5,6,smart,537,271,50.46554934823091,975.8413284132841,124.98154981549816,191.44165210484837,137.0938832370117,71.6113143246008,530467456.0
800,20,4,smart,598,503,84.11371237458194,422.506958250497,127.81709741550696,759.5521864672326,304.9114482664388,40.14358113885738,358368805.0
801,15,6,basic,529,384,72.5897920604915,365.6875,119.00520833333333,569.3570466260105,225.01269639437086,39.52049030178656,268048516.0
802,15,4,basic,579,438,75.64766839378238,483.50228310502285,123.73059360730593,570.6916947775038,255.73207002985137,44.8108974372851,653495709.0
803,5,8,smart,571,278,48.68651488616462,971.3453237410072,126.85251798561151,191.28930742696457,142.77714677449546,74.63937670902419,447450854.0
804,15,8,basic,529,407,76.93761814744802,414.13513513513516,120.26289926289927,568.9162776046905,236.0872520882511,41.49771440575576,158944640.0
805,5,8,basic,580,293,50.51724137931034,977.0955631399318,124.2901023890785,191.18878921525027,142.39311910472594,74.47775556777671,481403749.0
806,10,8,basic,533,351,65.85365853658537,673.05698005698,120.5071225071225,380.88053150521137,198.2972043170016,52.06283543381593,783435377.0
807,10,4,smart,577,388,67.24436741767764,744.8376288659794,131.23969072164948,381.7218176084199,224.8773247795822,58.91131038526783,367405145.0
808,15,4,smart,569,438,76.97715289982425,549.8744292237443,135.96803652968038,571.220385157486,282.95276645323395,49.534780936647344,720265055.0
809,5,6,basic,575,290,50.43478260869565,1010.2310344827587,123.04482758620689,191.0821220754672,136.5652962073374,71.46942619435713,597572982.0
810,10,4,basic,546,361,66.11721611721612,617.8365650969529,132.24930747922437,381.4989828504913,213.7308779933024,56.02397060048339,110158532.0
811,15,4,smart,537,434,80.8193668528864,397.2857142857143,134.65668202764977,570.6816445532272,267.4842936992268,46.8710175370427,590926899.0
812,15,4,smart,506,392,77.4703557312253,528.9260204081633,128.78316326530611,570.7205289844675,243.43942330896644,42.65475148443307,655359215.0
813,5,8,smart,585,284,48.547008547008545,1056.3838028169014,129.1161971830986,192.13683079992742,147.49792773835858,76.76712846999573,534967818.0
814,20,6,basic,610,456,74.75409836065575,446.08991228070175,124.1140350877193,758.4094905099014,275.5604485204642,36.333992647586285,884281372.0
815,20,4,smart,566,454,80.21201413427562,367.8942731277533,135.81057268722466,759.7643051200209,312.65328969394346,41.15135280599333,8501172.0
816,15,8,basic,544,386,70.95588235294117,402.0621761658031,124.89378238341969,569.5813983561953,236.18842626642956,41.46701892794715,390126418.0
817,15,8,basic,553,420,75.9493670886076,479.49285714285713,119.95,569.7966238085162,246.18635153719796,43.206003905690125,708741215.0
818,15,8,basic,533,404,75.79737335834896,481.2227722772277,122.79455445544555,568.8859879190836,236.1208735503539,41.50583395700351,805309175.0
819,5,8,basic,547,290,53.016453382084094,853.0862068965517,112.13448275862069,190.8930678405536,134.42237154750654,70.4176286064955,70952804.0
820,20,8,smart,576,467,81.07638888888889,311.65524625267665,127.07922912205568,759.2642018712644,294.0197038492795,38.724294273935946,878640559.0
821,5,8,basic,550,278,50.54545454545455,1040.7517985611512,120.29856115107914,191.48034594650994,143.09561006624818,74.73122599549824,158944640.0
822,5,6,smart,577,278,48.18024263431543,821.0539568345324,124.23381294964028,191.5946395263718,144.0053137241173,75.1614523663622,153354925.0
823,20,4,basic,554,444,80.14440433212997,440.73198198198196,128.27477477477478,758.0058098345866,269.2571482453401,35.52177895629822,268048516.0
824,5,8,smart,556,281,50.53956834532374,940.6049822064057,125.08540925266904,191.3517941806356,142.7467773639558,74.59913191574427,708741215.0
825,15,6,basic,556,428,76.97841726618705,479.3200934579439,122.99532710280374,569.2898906921216,247.3400394794602,43.44711605167507,590926899.0
826,5,4,smart,559,290,51.878354203935594,1084.2793103448275,127.65172413793104,191.7629464276042,147.1862522684249,76.75427135971327,268048516.0
827,20,8,basic,619,485,78.35218093699515,417.77113402061855,125.71752577319587,758.3398361823471,288.00868727050374,37.97884187653969,456738583.0
828,15,8,basic,589,444,75.38200339558574,465.60135135135135,121.52027027027027,570.0588559096055,250.41422587042925,43.927784521627984,485221178.0
829,20,8,smart,578,487,84.2560553633218,372.5564681724846,127.35318275154005,759.6389741747645,307.1320057011899,40.43131226051736,534967818.0
830,15,6,smart,537,412,76.72253258845437,465.5121359223301,125.93446601941747,570.0601017747333,249.20394175777824,43.715380357605596,878640559.0
831,10,4,basic,585,354,60.51282051282051,664.9350282485875,123.85310734463278,380.85550477124065,201.41707277688886,52.88543036757976,390126418.0
832,10,8,smart,562,397,70.64056939501779,731.9219143576826,121.96725440806046,381.4852190610143,222.91652787630767,58.433857129509036,655359215.0
833,5,6,smart,568,274,48.23943661971831,1094.14598540146,120.82116788321167,191.10747811236442,138.56263612223282,72.50508326040644,720265055.0
834,10,8,basic,579,412,71.15716753022453,617.1820388349514,119.7621359223301,381.1662682706868,222.17258866114614,58.28757871705723,481403749.0
835,20,4,smart,547,446,81.53564899451554,342.11210762331837,133.94170403587444,758.6075453424902,292.261321361976,38.526023522482646,442685285.0
836,10,6,basic,576,361,62.673611111111114,710.7673130193906,121.47368421052632,381.04088213423637,198.90183144778237,52.19960397260247,738646825.0
837,15,4,basic,595,434,72.94117647058823,475.10829493087556,131.64976958525347,570.4841455903404,268.40388699462767,47.04843930708744,70952804.0
838,20,4,smart,557,467,83.84201077199282,456.64453961456104,128.01927194860815,759.3367519460418,300.1188601708244,39.523815935640464,292906152.0
839,20,4,smart,566,473,83.56890459363959,393.1310782241015,132.32558139534885,759.734996003365,310.3565573765036,40.85063331413642,922285065.0
840,5,4,smart,580,283,48.79310344827586,1024.5936395759718,124.72084805653711,191.30428417317702,143.93213122296513,75.23727544578743,274970204.0
841,15,8,smart,533,421,78.98686679174483,417.37054631828977,124.54394299287411,569.9137123450398,253.79764584061803,44.53264421315813,805309175.0
842,5,4,smart,557,291,52.244165170556556,1012.8487972508591,126.86941580756013,191.43860917179472,143.39162181577976,74.90214353108982,597572982.0
843,10,6,smart,554,395,71.29963898916968,664.8759493670887,124.7113924050633,381.52474514622025,219.69452380769178,57.58329613024008,948896778.0
844,20,4,basic,533,411,77.11069418386491,323.9294403892944,130.4647201946472,757.9103040082964,263.3800321171288,34.75081823326757,485221178.0
845,20,6,smart,571,457,80.03502626970229,383.60831509846827,124.68052516411379,758.4154296408144,280.1225875268065,36.93524374358689,738646825.0
846,15,6,smart,543,405,74.58563535911603,416.9925925925926,127.1679012345679,570.1600716388912,252.29384732051196,44.249651960949905,979009661.0
847,15,6,smart,560,424,75.71428571428571,549.627358490566,124.71698113207547,570.568351299371,252.48989552676946,44.25234854891045,274970204.0
848,10,8,smart,583,393,67.40994854202401,553.2798982188295,115.60050890585242,380.915880554893,206.95739944769358,54.331523050761696,153354925.0
849,10,8,smart,603,399,66.16915422885572,679.1027568922306,118.53884711779449,381.6856728802965,222.1027296422034,58.18995718811243,48265950.0
850,20,8,basic,592,449,75.8445945945946,421.1314031180401,121.58574610244989,757.0594433973774,260.583043031444,34.42042039156826,272813683.0
851,5,4,basic,549,272,49.544626593806925,951.2279411764706,127.69117647058823,191.35603937467837,143.49314145202487,74.98751642275731,187959148.0
852,5,8,basic,585,297,50.76923076923077,961.6127946127946,114.97643097643098,191.03477192274067,137.27311767421935,71.85766041050165,153354925.0
853,10,8,smart,591,393,66.49746192893402,605.941475826972,119.0,381.4169440107439,218.2488371362661,57.22054055629956,485221178.0
854,5,4,smart,521,262,50.287907869481764,978.7099236641221,125.91603053435115,191.26504312929472,137.66389588598463,71.97546066634044,158944640.0
855,20,4,basic,557,457,82.04667863554758,367.6389496717724,128.9737417943107,759.0317596492288,289.30819370743916,38.115426664246186,460669441.0
856,5,8,basic,570,277,48.59649122807018,911.9638989169675,117.66064981949458,191.10296042329935,136.26704221852967,71.30556319833752,292906152.0
857,5,4,smart,534,277,51.87265917602997,950.7292418772563,127.04332129963899,191.2922076255767,144.05201526220225,75.30469591535092,590926899.0
858,15,8,smart,544,404,74.26470588235294,434.08663366336634,127.57178217821782,570.7311719091247,248.89043456366937,43.60904867542424,390126418.0
859,5,6,basic,573,263,45.89877835951135,867.06463878327,120.79087452471482,191.33793158254983,136.5540936557002,71.36802019665716,460669441.0
860,20,6,smart,543,436,80.29465930018415,316.5550458715596,121.90825688073394,758.8339971207564,270.2283011897604,35.61099031080415,433448262.0
861,20,8,basic,556,435,78.23741007194245,380.07586206896553,122.85057471264368,758.1089319078304,264.54590749715476,34.8955006810707,533011683.0
862,15,6,smart,551,425,77.13248638838476,523.3623529411765,122.06117647058824,569.9570423061688,243.55172091425686,42.73159252999037,572435721.0
863,20,8,basic,564,445,78.90070921985816,406.1438202247191,123.43595505617978,757.9083284681238,265.20649086407184,34.991895576619974,292906152.0
864,20,8,basic,497,401,80.6841046277666,331.9002493765586,119.61845386533666,757.029757245452,240.4046178894345,31.756296973606023,755568905.0
865,15,6,basic,542,400,73.80073800738008,447.205,122.105,569.5515944893561,233.05267940817276,40.91862469757831,783435377.0
866,5,8,basic,582,300,51.546391752577314,1040.51,114.82,191.38805097118694,143.6222673623322,75.04244211356446,268048516.0
867,10,8,smart,593,401,67.62225969645868,734.279301745636,120.4139650872818,381.52843998406973,223.51746916066412,58.58474643987138,8501172.0
868,5,6,basic,548,281,51.277372262773724,1074.1138790035586,127.82918149466192,191.4033901233168,141.6738373071474,74.01845767510713,852052273.0
869,10,6,basic,599,378,63.10517529215359,560.9629629629629,114.47883597883597,380.98878633012237,204.48199238667715,53.67139394215552,367405145.0
870,15,4,smart,570,440,77.19298245614034,502.625,127.38636363636364,571.3018625297037,273.7750907878669,47.921266977075966,922285065.0
871,10,6,smart,534,363,67.97752808988764,741.0661157024794,123.89531680440771,381.73949708128265,208.4144684775435,54.59599283570241,549004394.0
872,5,6,basic,546,272,49.81684981684982,978.3272058823529,127.6875,191.37376454280619,141.43994351031517,73.90769777049461,8501172.0
873,10,6,smart,538,338,62.825278810408925,596.9082840236687,120.3905325443787,381.12269218188857,197.35735977647371,51.78315640210845,456738583.0
874,5,8,basic,581,277,47.67641996557659,877.8194945848376,113.23826714801444,191.0035052861732,138.35933953407417,72.4381153773988,173249261.0
875,5,6,basic,569,257,45.16695957820738,878.5136186770428,106.61867704280155,190.97712713335585,121.12129405073307,63.42188505441088,187959148.0
876,20,6,basic,585,446,76.23931623931624,343.69730941704034,123.57174887892377,758.0127094384164,269.6452573045309,35.57265649335894,770142391.0
877,15,6,basic,537,403,75.04655493482309,433.1563275434243,123.26550868486352,569.8972775492864,245.32833210728646,43.04781611911977,878640559.0
878,15,4,basic,558,423,75.80645161290323,576.4397163120567,120.66666666666667,570.0086249709318,245.49836220797002,43.06923640330697,292906152.0
879,5,4,smart,570,277,48.59649122807018,1222.216606498195,127.26353790613719,191.48030535048102,144.45554829674583,75.44146539370607,153044519.0
880,10,8,basic,569,384,67.48681898066783,608.2734375,115.78125,380.6148338615362,202.84968792989812,53.295265944283386,367405145.0
881,20,6,basic,565,436,77.16814159292036,377.4426605504587,124.28899082568807,757.8973421406478,266.6501110136279,35.18287981595058,930593199.0
882,10,6,basic,554,363,65.52346570397111,638.4820936639119,119.17079889807162,380.78254209787804,202.9483300124017,53.29769818077295,948896778.0
883,5,8,smart,563,273,48.49023090586146,864.978021978022,119.7985347985348,191.19566676062016,133.85021938035726,70.00693145830536,783435377.0
884,10,8,basic,520,348,66.92307692307692,728.7068965517242,121.25862068965517,380.69863318551904,202.95932770741757,53.31233422330494,110158532.0
885,10,8,basic,567,397,70.01763668430335,735.4937027707808,125.36523929471032,381.26941319178565,222.68690727321007,58.40670653567335,653495709.0
886,20,8,basic,562,434,77.22419928825623,375.241935483871,122.1221198156682,757.953881913187,261.90785607639174,34.55458997258485,601135142.0
887,20,4,basic,548,421,76.82481751824818,358.83610451306413,123.41330166270784,758.2906711463241,263.1379812474592,34.70146623980853,708741215.0
888,5,4,smart,593,254,42.83305227655986,878.8582677165355,129.61417322834646,191.38654729399224,137.68863467263114,71.94269222126944,671082961.0
889,15,8,basic,545,433,79.44954128440367,457.2863741339492,119.91224018475751,568.8658982739701,243.61393629545603,42.8244929138167,549004394.0
890,20,8,basic,572,483,84.44055944055944,382.13250517598345,122.46997929606626,758.6075197177826,289.3290410977285,38.13949026043992,433448262.0
891,20,8,smart,567,475,83.77425044091711,330.6505263157895,125.00421052631579,759.4434117389083,298.515221946818,39.307105352761376,708741215.0
892,15,8,smart,585,472,80.68376068376068,449.364406779661,126.48305084745763,570.7725783921403,283.18638733476837,49.614574710736996,456738583.0
893,5,6,basic,524,268,51.14503816793893,957.4888059701492,131.61567164179104,191.52267165954453,139.81479169162552,73.00169242634824,110158532.0
894,15,8,smart,546,436,79.85347985347985,463.8050458715596,121.67660550458716,569.722273808823,249.04580303255733,43.713545087080014,532925674.0
895,20,4,basic,572,439,76.74825174825175,364.48974943052394,125.31890660592255,758.3998376788453,276.1227690943408,36.40860076387157,48265950.0
896,10,8,smart,541,393,72.64325323475046,656.6488549618321,123.59541984732824,381.06998116678653,217.12560446355258,56.97788206742036,228056230.0
897,5,8,smart,579,296,51.122625215889464,968.8209459459459,120.0304054054054,191.26516538142855,145.15772333319424,75.89344512562701,720265055.0
898,20,6,smart,558,469,84.05017921146953,412.8720682302772,130.5501066098081,759.3517013323809,292.82747153665,38.562825502707945,274970204.0
899,20,6,smart,514,419,81.51750972762646,366.9498806682578,123.10262529832936,758.3116061514347,262.23049662864463,34.58083649273294,112043825.0
900,10,8,basic,589,381,64.68590831918506,546.1863517060367,111.35695538057743,381.0090027416449,209.5882681965254,55.0087443310738,922285065.0
901,10,8,basic,592,387,65.37162162162163,543.1421188630491,120.93023255813954,381.4758983265649,215.44117596552172,56.475697917117664,676261138.0
902,5,4,smart,571,260,45.53415061295972,965.623076923077,123.73076923076923,191.20087625134363,140.95840456646638,73.72267707663072,8501172.0
903,5,4,basic,542,264,48.708487084870846,1025.5416666666667,116.17045454545455,191.44614556793908,136.9496744849793,71.53430750914728,755568905.0
904,20,4,smart,582,476,81.78694158075601,417.0798319327731,132.42226890756302,759.6329256443559,308.38650657612936,40.596779861081146,481403749.0
905,20,6,smart,543,452,83.24125230202579,390.34513274336285,127.68141592920354,759.0277570221305,295.95145535271286,38.990860691815776,383864777.0
906,5,6,smart,537,278,51.76908752327747,967.6079136690647,114.25539568345324,191.13153646724382,133.81364925913783,70.01128737437364,34346284.0
907,10,6,smart,508,343,67.51968503937007,658.2478134110787,121.77551020408163,381.0092359226729,196.7831894654749,51.647879083281,572435721.0
908,15,8,smart,553,438,79.20433996383363,498.175799086758,123.65981735159818,570.6639646081544,265.63646146293803,46.548665753818355,708741215.0
909,10,8,basic,561,363,64.70588235294117,636.1790633608815,120.3030303030303,380.67928805342706,197.6984736173179,51.93307853133622,187959148.0
910,10,6,basic,518,358,69.1119691119691,545.5642458100559,118.42178770949721,380.4483896432534,195.12216705107815,51.28742093876235,112043825.0
911,20,6,basic,505,400,79.20792079207921,319.26,127.095,757.8223128955223,256.3277763296446,33.82425826843969,533011683.0
912,10,4,basic,531,337,63.465160075329564,598.053412462908,127.35608308605342,380.78992853943754,194.4207427190176,51.057217680294265,485221178.0
913,5,4,smart,556,273,49.10071942446043,1038.5274725274726,124.61904761904762,191.77200435156456,142.8052658241609,74.46616950530705,433448262.0
914,20,6,smart,582,472,81.09965635738831,387.02966101694915,129.0656779661017,758.6385693157347,288.5839229212654,38.03971147704209,470148314.0
915,10,8,smart,569,394,69.24428822495607,651.5609137055837,118.70812182741116,381.251363154955,214.7689190841584,56.33262981852426,367405145.0
916,5,6,smart,575,285,49.56521739130435,1070.621052631579,122.6140350877193,191.19611675207088,138.40529568465365,72.38917716311546,597572982.0
917,15,8,basic,595,446,74.95798319327731,452.67040358744396,119.26008968609865,569.4981294402951,253.68958033176017,44.54616568821521,852052273.0
918,15,4,basic,562,402,71.53024911032028,446.2835820895522,124.43034825870647,569.9506771896578,248.55975931757806,43.61074901133363,805309175.0
919,5,8,basic,562,260,46.263345195729535,928.4615384615385,120.06923076923077,191.4922048887417,137.82446346123936,71.97392893424373,390126418.0
920,10,6,smart,509,337,66.2082514734774,634.3976261127597,122.33531157270029,380.774858777509,191.11235810779627,50.19038250617942,110158532.0
921,20,6,smart,528,448,84.84848484848484,341.77232142857144,126.91294642857143,758.1933427157071,271.59422647717554,35.82123597978,268048516.0
922,5,6,smart,570,295,51.75438596491229,997.6915254237288,124.37288135593221,191.26045695479075,144.56197871587005,75.58383003865819,930593199.0
923,20,6,smart,504,417,82.73809523809523,339.96163069544366,128.47002398081534,757.9327837983044,264.46923817758056,34.89349502105179,755568905.0
924,5,8,smart,587,288,49.063032367972745,952.3298611111111,115.62847222222223,191.22450284458142,143.28878207262767,74.93222884155503,62156218.0
925,10,8,smart,558,384,68.81720430107528,676.2890625,118.53645833333333,381.53491882714843,217.25599657811767,56.9426246085077,460669441.0
926,5,8,basic,593,296,49.915682967959526,1119.0101351351352,120.74662162162163,191.33487088424022,146.2047535665809,76.41302021471897,884281372.0
927,5,4,basic,578,266,46.02076124567474,946.312030075188,123.52631578947368,191.03659530671092,136.35122978362352,71.37440319469181,470148314.0
928,15,8,smart,582,445,76.46048109965635,440.36629213483144,118.6,569.818681864311,254.31860039717046,44.63149568299526,153354925.0
929,5,6,smart,513,255,49.707602339181285,1006.7450980392157,121.06274509803922,191.4250082060834,136.98872263609877,71.56260507436946,572435721.0
930,15,8,smart,576,441,76.5625,494.43990929705217,122.71655328798185,570.2422251366478,256.51961507084616,44.98432486464433,878640559.0
931,15,8,basic,587,446,75.97955706984668,449.05829596412553,118.26681614349776,569.7381340009638,258.2308021570372,45.3244721998195,922285065.0
932,5,4,smart,561,289,51.515151515151516,997.273356401384,124.5674740484429,191.381834470396,149.95747033415452,78.35512223462922,852052273.0
933,5,8,smart,577,302,52.33968804159446,936.566225165563,119.43046357615894,191.77328922934336,146.94970917248878,76.62678664115226,433448262.0
934,5,4,basic,548,255,46.53284671532847,825.9294117647058,118.0,190.8217453711573,132.84859974068578,69.61921424745853,878640559.0
935,10,6,smart,546,376,68.86446886446886,721.5744680851063,125.34042553191489,380.9571131378311,209.1490307189569,54.90093858499141,272813683.0
936,20,6,smart,502,420,83.66533864541833,324.7595238095238,128.69285714285715,758.1429824334664,269.81099382396457,35.588404835976014,158944640.0
937,5,6,smart,537,272,50.65176908752328,889.6801470588235,125.65073529411765,191.5553841265253,142.57885163473807,74.43218173421977,70952804.0
938,5,6,smart,519,275,52.98651252408478,1020.9236363636363,128.87636363636364,191.29367965380737,139.27570785826242,72.80727105585288,315111282.0
939,5,4,basic,579,281,48.53195164075993,961.3701067615658,119.88256227758008,191.35426996349224,137.86381713059606,72.04637615711349,884281372.0
940,10,8,smart,589,384,65.19524617996605,535.7760416666666,112.4140625,381.06990205787423,211.06013979059372,55.38620044532916,922285065.0
941,10,6,basic,540,352,65.18518518518519,632.6306818181819,124.58522727272727,381.1825921903831,202.8883312415433,53.22602222616975,676261138.0
942,20,4,smart,531,438,82.48587570621469,359.30593607305934,134.52739726027397,758.972264240379,289.87614868054607,38.19324662287495,676261138.0
943,10,6,smart,545,361,66.23853211009174,689.027700831025,127.93074792243767,381.04984513670667,207.72176164495514,54.513015631966,979009661.0
944,10,6,basic,538,332,61.71003717472119,589.2801204819277,120.8132530120482,380.5639584386826,193.31393442259898,50.79670056399894,456738583.0
945,5,4,smart,554,270,48.73646209386281,918.7851851851852,123.2,191.54000268088905,142.88820516628766,74.59966751924055,549004394.0
946,15,8,smart,561,430,76.6488413547237,415.47906976744184,120.65116279069767,570.2153755603852,249.20168867269916,43.70308121344388,930593199.0
947,5,4,basic,592,280,47.2972972972973,925.6392857142857,119.68928571428572,191.59599512812966,142.63485709188205,74.4456359834114,534967818.0
948,15,6,smart,544,418,76.83823529411765,414.47846889952154,123.44736842105263,569.1726405987803,238.4396920609466,41.892331966291216,948896778.0
949,20,6,basic,574,436,75.9581881533101,389.8669724770642,124.98394495412845,758.0344194310463,271.02754075945467,35.753988712396236,260244418.0
950,5,4,basic,569,279,49.03339191564148,1019.4444444444445,126.38709677419355,191.58311910056972,145.4716366258723,75.93134369500913,572435721.0
951,20,6,smart,522,437,83.71647509578544,288.4347826086956,127.83981693363845,758.5990482803123,282.49876536860637,37.23953595895092,315111282.0
952,5,6,smart,576,275,47.74305555555556,932.6145454545455,127.97454545454545,191.20379301412356,140.4438370174708,73.45243250854165,738646825.0
953,5,8,smart,545,271,49.72477064220184,990.8634686346863,121.07749077490774,191.38330096209012,140.5108716208287,73.41856416650563,442685285.0
954,20,4,basic,585,456,77.94871794871796,350.280701754386,128.2017543859649,758.6624841252698,284.08279280660173,37.44521427524472,533011683.0
955,5,8,smart,564,273,48.40425531914894,989.1611721611722,115.06593406593407,191.4300239183261,137.36078770404237,71.7550909164842,930593199.0
956,15,4,basic,595,412,69.24369747899159,434.2281553398058,122.36893203883496,569.5700839696503,243.9561435767202,42.831628704312266,260244418.0
957,10,4,smart,559,396,70.84078711985688,660.4015151515151,126.81060606060606,381.92509223840807,229.2477784056327,60.02427781375778,433448262.0
958,15,4,basic,593,443,74.70489038785834,472.90519187358916,124.89390519187359,557.1538349624141,266.31044052656665,47.798368029636215,316514901.0
959,20,6,smart,548,442,80.65693430656934,371.5633484162896,125.3710407239819,757.6480144010703,267.36271729388426,35.28851289938873,292906152.0
960,20,4,basic,547,426,77.87934186471664,376.1431924882629,129.03755868544602,758.0555291631955,265.47486202746006,35.02050335554088,442685285.0
961,10,4,basic,558,370,66.30824372759857,577.7162162162163,119.78918918918919,380.8512845004706,212.0238914441417,55.67104538513896,878640559.0
962,15,6,smart,595,433,72.77310924369748,497.5011547344111,126.83602771362587,570.5593711795178,253.33641903542005,44.40141233885923,922285065.0
963,20,8,smart,548,477,87.04379562043796,306.84067085953876,127.68972746331237,759.2597871819271,304.4562041242302,40.09908193007977,720265055.0
