,Number of Tricycles,Number of Sectors,Intersection Algorithm,Number of Passengers,Total Trips Completed,Completion Rate,Average Wait Time,Average Travel Time,Total Distance,Productive Distance,Efficiency Percentage
222,5,6,basic,570,281,49.29824561403508,941.1672597864768,117.45195729537366,191.22408927984083,142.2105806872732,74.36854907916944
223,15,6,smart,541,431,79.66728280961183,509.41299303944317,126.5986078886311,570.3456172644909,253.08892436965945,44.37465927826925
224,15,8,basic,577,443,76.77642980935875,438.04966139954854,121.23024830699774,569.971460503115,250.48214138377895,43.94643569744313
225,5,4,basic,556,268,48.201438848920866,1005.4664179104477,121.55970149253731,191.3831109203715,135.74222970427437,70.92696374903866
226,5,8,basic,558,269,48.2078853046595,914.553903345725,117.30111524163569,191.38057134903516,140.49430962100004,73.4109573561519
227,10,4,basic,569,352,61.86291739894551,554.0909090909091,129.27272727272728,380.9071361320766,209.7319194929238,55.06116835264564
228,15,6,basic,587,410,69.84667802385009,365.7390243902439,116.51219512195122,569.3458184987003,231.09215266582032,40.5890664614318
229,15,8,smart,572,447,78.14685314685315,424.7136465324385,118.07158836689038,570.5717307491703,257.11664067920475,45.06298276320249
230,15,8,basic,560,432,77.14285714285715,563.8078703703703,124.45833333333333,570.3133486172934,258.2671498493693,45.28513149403389
231,15,4,smart,532,402,75.56390977443608,475.863184079602,126.07462686567165,570.5820545391739,250.92790785850787,43.977532392105786
232,5,4,smart,542,265,48.8929889298893,863.2981132075472,117.58490566037736,191.10490478830812,135.39361956905773,70.8477993900977
233,15,8,basic,547,404,73.85740402193784,460.7029702970297,122.49752475247524,568.9890653661379,238.31151199130306,41.88332017205855
234,15,6,basic,505,374,74.05940594059406,479.1898395721925,121.8048128342246,569.0617227804838,225.86380329730406,39.69056330018375
235,10,4,basic,575,364,63.30434782608696,619.1483516483516,121.06318681318682,380.94070508923903,200.27652512083512,52.57419919825013
236,10,8,smart,547,403,73.6745886654479,638.258064516129,124.06451612903226,381.98512953630205,232.2507398027747,60.800989840810715
237,10,8,basic,556,388,69.7841726618705,594.8917525773196,126.01288659793815,381.31886122476067,225.33483299496652,59.09354503766533
238,10,8,smart,584,414,70.8904109589041,733.2004830917874,123.79468599033817,381.1220683295904,221.35739877088824,58.0804464409709
239,10,4,smart,574,387,67.42160278745645,650.7545219638243,124.33074935400516,381.9506943225292,222.9171476174649,58.36280727617367
240,5,4,smart,507,264,52.071005917159766,1064.5,120.68560606060606,191.28011481271656,135.1830710939723,70.67283038089496
241,15,4,basic,564,432,76.59574468085107,500.85185185185185,127.02083333333333,570.4488553025639,267.15337394421573,46.83213428529339
242,5,8,basic,531,257,48.39924670433145,951.6692607003891,114.82879377431907,191.05507291785614,132.11628216522072,69.15088939932203
243,5,4,basic,580,284,48.96551724137931,1025.2957746478874,123.06338028169014,191.57966123014737,143.80586649619323,75.06322204184148
244,15,8,smart,568,451,79.40140845070422,469.25942350332593,124.5609756097561,570.4267225973764,269.6644530517205,47.274162020992385
245,20,6,basic,541,435,80.40665434380776,418.64367816091954,128.68965517241378,757.7750716345473,266.483919130121,35.16662517748253
246,15,6,basic,560,410,73.21428571428571,426.99024390243903,125.50487804878048,570.2771525061089,244.11678599317045,42.80669231099092
247,15,6,basic,566,400,70.6713780918728,509.99,116.8625,569.1414069036649,221.15044267337197,38.856853497360234
248,5,6,basic,514,260,50.583657587548636,1002.1,120.47307692307692,191.30636905899874,139.69906768047295,73.02374111621441
249,15,4,smart,550,417,75.81818181818181,505.5011990407674,128.78177458033574,571.0542438403721,257.3733911338586,45.069867514337695
250,10,8,smart,597,409,68.50921273031825,533.8508557457212,118.47921760391198,381.4447096842552,228.97091788020654,60.02728890112006
251,5,6,smart,585,296,50.598290598290596,1054.706081081081,121.8141891891892,191.14294951138024,145.12253932305023,75.92356385314122
252,5,8,smart,616,284,46.103896103896105,977.0070422535211,114.8556338028169,191.13408641214116,140.63863321191363,73.58113659991315
253,20,4,smart,549,468,85.24590163934425,370.45940170940173,128.43803418803418,759.5406529255396,295.2262936712607,38.869057572380235
254,15,8,basic,582,455,78.1786941580756,450.96043956043957,120.34285714285714,570.2013289724526,259.77957158110473,45.55927150314571
255,10,4,basic,558,374,67.02508960573476,569.663101604278,119.52139037433155,381.3748749219191,210.84665201728782,55.28593147633429
256,20,6,smart,563,460,81.70515097690941,379.2717391304348,128.2413043478261,758.3215276315433,282.66298922607854,37.27482063036197
257,20,8,smart,581,473,81.41135972461274,389.19027484143766,123.35940803382664,758.723522403671,286.4287265333333,37.75139666500834
258,20,8,basic,560,456,81.42857142857143,394.9188596491228,120.45394736842105,758.174983788308,270.00254614493167,35.61216762861695
259,5,6,basic,547,261,47.714808043875685,986.4789272030652,122.48275862068965,191.29450276900565,130.0374081390502,67.97759802647053
260,15,4,basic,560,404,72.14285714285714,458.2004950495049,123.43316831683168,569.098495926225,236.77500454127815,41.60527680817705
261,10,4,basic,561,354,63.101604278074866,625.5310734463277,124.33333333333333,380.96284915857325,207.28674903574066,54.41127645217156
262,5,4,basic,507,256,50.4930966469428,1024.42578125,118.0234375,191.40055672891012,132.73920851955205,69.3515268649699
263,10,4,smart,578,390,67.47404844290658,635.1769230769231,128.77435897435896,382.0175554298152,231.70644349772448,60.65334961819416
264,15,6,basic,544,388,71.32352941176471,456.0257731958763,119.8659793814433,569.0305110876874,219.9529189934376,38.65397631719312
265,20,6,smart,545,435,79.81651376146789,419.75172413793103,129.53563218390804,758.8220928766068,281.87360790150893,37.14620469640765
266,10,4,smart,571,400,70.05253940455341,581.9975,126.215,381.7503940048183,225.15446792973302,58.979498506265124
267,15,8,smart,533,432,81.05065666041276,513.2523148148148,121.39351851851852,570.3898074683997,256.06154446902127,44.89237730342989
268,5,4,basic,561,281,50.08912655971479,1022.982206405694,122.06049822064057,191.19384171165737,144.13589327880612,75.38730954325395
269,20,6,smart,557,443,79.53321364452424,370.55981941309255,129.9255079006772,759.0363910462436,278.24751090878203,36.657993502162675
270,20,8,basic,534,431,80.71161048689139,353.262180974478,124.70069605568446,757.5899873699594,262.6651925870545,34.671154181818046
271,10,6,smart,536,378,70.52238805970148,679.6507936507936,127.60317460317461,381.7521665049338,220.2136054440063,57.684965473839746
272,20,4,basic,544,435,79.96323529411765,377.7011494252874,132.38390804597702,758.5063980629477,278.18704194372265,36.67563551924531
273,20,8,basic,572,461,80.5944055944056,354.2646420824295,121.67028199566161,758.7429828678833,277.06093532182103,36.515782231631455
274,10,4,basic,559,375,67.08407871198568,667.4666666666667,124.53866666666667,381.3581269077892,214.44143843754236,56.230986914143664
275,15,6,basic,565,415,73.45132743362832,401.39518072289155,124.02409638554217,570.0036589730342,244.71008058608274,42.93131749837759
276,10,8,basic,593,384,64.75548060708263,563.1458333333334,120.6640625,381.33891206614356,218.7260385319941,57.35738777532775
277,5,4,smart,603,294,48.756218905472636,1036.1156462585034,123.48639455782313,191.55522191003524,148.48871009457193,77.51744307148688
278,20,8,basic,567,459,80.95238095238095,393.6165577342048,123.00871459694989,758.3007748127827,282.3338875258095,37.23244086035848
279,20,6,basic,571,419,73.38003502626971,366.8568019093079,118.20525059665871,757.0036350486449,244.24473654720094,32.264671560197435
280,5,4,basic,562,265,47.15302491103203,1039.9245283018868,126.66415094339622,191.10967809199252,133.2394805985713,69.71885564813476
281,10,8,basic,578,401,69.37716262975778,597.8304239401497,117.2718204488778,381.3629476965826,215.17088673315433,56.421550135580326
282,10,4,basic,517,331,64.02321083172147,463.4471299093656,116.60725075528701,379.95245273521783,182.53530191025555,48.04161694343929
283,15,6,basic,543,408,75.13812154696133,398.16911764705884,119.30147058823529,569.3235453275933,236.43257388082475,41.52868361430223
284,20,4,smart,568,467,82.21830985915493,355.26338329764457,132.04282655246251,759.9502070232301,308.3639170725764,40.57685809185527
285,20,4,basic,537,400,74.487895716946,318.0325,124.2325,757.1067008657694,248.12245090744057,32.772454744318956
286,20,8,basic,545,449,82.38532110091742,457.6926503340757,128.01559020044544,758.0021571547287,276.35550874475064,36.45840663331239
287,5,8,basic,616,288,46.75324675324675,958.4131944444445,109.45486111111111,190.83764777041074,136.50260374264198,71.52813154921238
288,10,6,basic,579,377,65.11226252158895,675.3129973474801,125.56498673740053,381.3555372739052,216.9730624127185,56.89521750850559
289,10,6,basic,544,361,66.36029411764706,577.4404432132964,119.97783933518005,380.875971404906,208.12293728654885,54.643231107192925
290,20,6,smart,543,462,85.0828729281768,334.012987012987,129.65367965367966,758.4968228095721,291.8195083735894,38.47339891189676
291,15,4,smart,560,433,77.32142857142857,431.43187066974593,128.2771362586605,570.6762934907017,263.4392520600652,46.16264159996293
292,10,6,smart,563,355,63.05506216696269,734.0338028169014,121.0507042253521,381.00544417686564,201.85275311944943,52.97896820228842
293,20,6,smart,560,440,78.57142857142857,370.4022727272727,128.42727272727274,759.3320643706289,284.79116275038473,37.505483583975
294,15,4,basic,548,403,73.54014598540147,467.14143920595535,130.4863523573201,570.1350534696464,249.13617038848543,43.69774650275019
295,10,8,basic,563,358,63.58792184724689,677.3240223463687,119.04748603351955,380.32792158597397,198.85234383637885,52.28444522483681
296,15,4,smart,562,426,75.80071174377224,492.9107981220657,126.01877934272301,570.46507369745,257.24662895784337,45.09419433700088
297,20,4,basic,575,470,81.73913043478261,389.163829787234,126.73617021276596,758.8321104280972,293.2584844175079,38.64602991721915
298,20,6,smart,564,461,81.73758865248227,451.11930585683297,127.32971800433839,759.2315904133864,283.4445887564612,37.3330868124351
299,5,6,basic,565,270,47.78761061946903,1009.6925925925926,121.91111111111111,191.32815109946986,136.62171929649858,71.40701381966008
300,20,8,smart,592,489,82.60135135135135,324.1431492842536,122.64621676891616,758.9878258080189,299.0535935548764,39.40163246182556
301,10,4,smart,534,398,74.53183520599251,684.8768844221106,127.12311557788945,382.07588993605845,233.2088725288862,61.03731710679635
302,5,4,basic,567,297,52.38095238095239,960.6565656565657,122.82828282828282,191.42862289113467,145.77989336466365,76.15365516554364
303,5,4,basic,542,266,49.07749077490775,1086.3045112781954,127.37218045112782,191.04291450887717,137.17290729311762,71.80214332772002
304,20,8,basic,569,463,81.37082601054482,317.40172786177106,116.99784017278618,757.8913387432125,268.0780578350534,35.371569000854244
305,20,6,basic,545,409,75.04587155963303,397.6723716381418,125.21760391198045,757.862441845875,254.37205383257248,33.564409553403316
306,15,8,smart,529,427,80.71833648393195,429.9578454332553,121.16861826697892,570.0590673585644,252.09225638581478,44.22212904250674
307,20,8,smart,581,480,82.61617900172116,387.99791666666664,123.35833333333333,758.8864410636121,290.34409981049134,38.25922879891773
308,20,6,smart,561,454,80.92691622103388,353.0726872246696,123.28414096916299,758.2814392917003,267.68729349209434,35.301839082615174
309,20,8,smart,574,480,83.62369337979094,375.33958333333334,127.13333333333334,759.1820780988747,310.7564762895728,40.93306273348306
310,10,4,smart,568,394,69.36619718309859,671.4543147208121,123.41878172588832,381.16598435326773,220.08704635841923,57.74047406980597
311,10,4,basic,596,389,65.26845637583892,667.8868894601543,133.75321336760925,382.02688391373056,232.5580448302421,60.87478515851215
312,20,6,basic,543,425,78.26887661141805,316.4164705882353,123.04235294117647,757.7423511362903,257.3981602987673,33.969087238265075
313,20,4,basic,586,481,82.08191126279864,445.987525987526,131.6237006237006,758.6506008242139,288.35966624128224,38.009548259502104
314,10,6,smart,564,392,69.50354609929079,718.280612244898,120.59693877551021,381.1307729963573,213.51623949142046,56.02177903736501
315,15,8,basic,576,456,79.16666666666666,474.9736842105263,119.00877192982456,570.0727677441179,258.3163794571435,45.31287829786162
316,20,8,basic,590,463,78.47457627118644,373.2526997840173,124.54427645788337,758.5445572278754,289.8011799209601,38.20489873133458
317,5,8,smart,550,270,49.09090909090909,901.6925925925926,121.8037037037037,191.25301437515216,136.48239173741172,71.36221731370719
318,20,4,smart,598,503,84.11371237458194,422.506958250497,127.81709741550696,759.5521864672326,304.9114482664388,40.14358113885738
319,15,4,basic,579,438,75.64766839378238,483.50228310502285,123.73059360730593,570.6916947775038,255.73207002985137,44.8108974372851
320,15,8,basic,529,407,76.93761814744802,414.13513513513516,120.26289926289927,568.9162776046905,236.0872520882511,41.49771440575576
321,15,4,smart,506,392,77.4703557312253,528.9260204081633,128.78316326530611,570.7205289844675,243.43942330896644,42.65475148443307
322,5,8,smart,585,284,48.547008547008545,1056.3838028169014,129.1161971830986,192.13683079992742,147.49792773835858,76.76712846999573
323,20,4,smart,566,454,80.21201413427562,367.8942731277533,135.81057268722466,759.7643051200209,312.65328969394346,41.15135280599333
324,15,8,basic,553,420,75.9493670886076,479.49285714285713,119.95,569.7966238085162,246.18635153719796,43.206003905690125
325,5,8,basic,547,290,53.016453382084094,853.0862068965517,112.13448275862069,190.8930678405536,134.42237154750654,70.4176286064955
326,5,8,basic,550,278,50.54545454545455,1040.7517985611512,120.29856115107914,191.48034594650994,143.09561006624818,74.73122599549824
327,5,8,smart,556,281,50.53956834532374,940.6049822064057,125.08540925266904,191.3517941806356,142.7467773639558,74.59913191574427
328,20,8,smart,578,487,84.2560553633218,372.5564681724846,127.35318275154005,759.6389741747645,307.1320057011899,40.43131226051736
329,10,8,smart,562,397,70.64056939501779,731.9219143576826,121.96725440806046,381.4852190610143,222.91652787630767,58.433857129509036
330,10,6,basic,576,361,62.673611111111114,710.7673130193906,121.47368421052632,381.04088213423637,198.90183144778237,52.19960397260247
331,15,4,basic,595,434,72.94117647058823,475.10829493087556,131.64976958525347,570.4841455903404,268.40388699462767,47.04843930708744
332,10,6,smart,554,395,71.29963898916968,664.8759493670887,124.7113924050633,381.52474514622025,219.69452380769178,57.58329613024008
333,20,6,smart,571,457,80.03502626970229,383.60831509846827,124.68052516411379,758.4154296408144,280.1225875268065,36.93524374358689
334,15,6,smart,543,405,74.58563535911603,416.9925925925926,127.1679012345679,570.1600716388912,252.29384732051196,44.249651960949905
335,10,8,smart,603,399,66.16915422885572,679.1027568922306,118.53884711779449,381.6856728802965,222.1027296422034,58.18995718811243
336,5,4,basic,549,272,49.544626593806925,951.2279411764706,127.69117647058823,191.35603937467837,143.49314145202487,74.98751642275731
337,5,4,smart,521,262,50.287907869481764,978.7099236641221,125.91603053435115,191.26504312929472,137.66389588598463,71.97546066634044
338,20,6,smart,543,436,80.29465930018415,316.5550458715596,121.90825688073394,758.8339971207564,270.2283011897604,35.61099031080415
339,20,8,basic,497,401,80.6841046277666,331.9002493765586,119.61845386533666,757.029757245452,240.4046178894345,31.756296973606023
340,10,8,smart,593,401,67.62225969645868,734.279301745636,120.4139650872818,381.52843998406973,223.51746916066412,58.58474643987138
341,5,6,basic,548,281,51.277372262773724,1074.1138790035586,127.82918149466192,191.4033901233168,141.6738373071474,74.01845767510713
342,5,6,basic,546,272,49.81684981684982,978.3272058823529,127.6875,191.37376454280619,141.43994351031517,73.90769777049461
343,5,8,basic,581,277,47.67641996557659,877.8194945848376,113.23826714801444,191.0035052861732,138.35933953407417,72.4381153773988
344,5,6,basic,569,257,45.16695957820738,878.5136186770428,106.61867704280155,190.97712713335585,121.12129405073307,63.42188505441088
345,20,6,basic,585,446,76.23931623931624,343.69730941704034,123.57174887892377,758.0127094384164,269.6452573045309,35.57265649335894
346,20,6,basic,565,436,77.16814159292036,377.4426605504587,124.28899082568807,757.8973421406478,266.6501110136279,35.18287981595058
347,10,6,basic,554,363,65.52346570397111,638.4820936639119,119.17079889807162,380.78254209787804,202.9483300124017,53.29769818077295
348,10,8,basic,567,397,70.01763668430335,735.4937027707808,125.36523929471032,381.26941319178565,222.68690727321007,58.40670653567335
349,20,8,basic,562,434,77.22419928825623,375.241935483871,122.1221198156682,757.953881913187,261.90785607639174,34.55458997258485
350,20,4,basic,548,421,76.82481751824818,358.83610451306413,123.41330166270784,758.2906711463241,263.1379812474592,34.70146623980853
351,20,8,basic,572,483,84.44055944055944,382.13250517598345,122.46997929606626,758.6075197177826,289.3290410977285,38.13949026043992
352,20,8,smart,567,475,83.77425044091711,330.6505263157895,125.00421052631579,759.4434117389083,298.515221946818,39.307105352761376
353,20,4,basic,572,439,76.74825174825175,364.48974943052394,125.31890660592255,758.3998376788453,276.1227690943408,36.40860076387157
354,5,4,smart,571,260,45.53415061295972,965.623076923077,123.73076923076923,191.20087625134363,140.95840456646638,73.72267707663072
355,5,4,basic,542,264,48.708487084870846,1025.5416666666667,116.17045454545455,191.44614556793908,136.9496744849793,71.53430750914728
356,20,6,smart,543,452,83.24125230202579,390.34513274336285,127.68141592920354,759.0277570221305,295.95145535271286,38.990860691815776
357,5,6,smart,537,278,51.76908752327747,967.6079136690647,114.25539568345324,191.13153646724382,133.81364925913783,70.01128737437364
358,15,8,smart,553,438,79.20433996383363,498.175799086758,123.65981735159818,570.6639646081544,265.63646146293803,46.548665753818355
359,10,8,basic,561,363,64.70588235294117,636.1790633608815,120.3030303030303,380.67928805342706,197.6984736173179,51.93307853133622
360,5,4,smart,556,273,49.10071942446043,1038.5274725274726,124.61904761904762,191.77200435156456,142.8052658241609,74.46616950530705
361,15,8,basic,595,446,74.95798319327731,452.67040358744396,119.26008968609865,569.4981294402951,253.68958033176017,44.54616568821521
362,5,6,smart,570,295,51.75438596491229,997.6915254237288,124.37288135593221,191.26045695479075,144.56197871587005,75.58383003865819
363,20,6,smart,504,417,82.73809523809523,339.96163069544366,128.47002398081534,757.9327837983044,264.46923817758056,34.89349502105179
364,5,4,smart,561,289,51.515151515151516,997.273356401384,124.5674740484429,191.381834470396,149.95747033415452,78.35512223462922
365,5,8,smart,577,302,52.33968804159446,936.566225165563,119.43046357615894,191.77328922934336,146.94970917248878,76.62678664115226
366,20,6,smart,502,420,83.66533864541833,324.7595238095238,128.69285714285715,758.1429824334664,269.81099382396457,35.588404835976014
367,5,6,smart,537,272,50.65176908752328,889.6801470588235,125.65073529411765,191.5553841265253,142.57885163473807,74.43218173421977
368,10,6,smart,545,361,66.23853211009174,689.027700831025,127.93074792243767,381.04984513670667,207.72176164495514,54.513015631966
369,15,8,smart,561,430,76.6488413547237,415.47906976744184,120.65116279069767,570.2153755603852,249.20168867269916,43.70308121344388
370,5,4,basic,592,280,47.2972972972973,925.6392857142857,119.68928571428572,191.59599512812966,142.63485709188205,74.4456359834114
371,15,6,smart,544,418,76.83823529411765,414.47846889952154,123.44736842105263,569.1726405987803,238.4396920609466,41.892331966291216
372,5,6,smart,576,275,47.74305555555556,932.6145454545455,127.97454545454545,191.20379301412356,140.4438370174708,73.45243250854165
373,5,8,smart,564,273,48.40425531914894,989.1611721611722,115.06593406593407,191.4300239183261,137.36078770404237,71.7550909164842
374,10,4,smart,559,396,70.84078711985688,660.4015151515151,126.81060606060606,381.92509223840807,229.2477784056327,60.02427781375778
375,15,4,smart,557,433,77.737881508079,460.5773672055427,125.68591224018476,570.7805200543172,268.0594459621242,46.963664060682184
376,15,8,smart,524,406,77.48091603053436,420.14778325123154,122.28325123152709,570.4781825675193,248.0981599004956,43.48950888601806
377,15,8,smart,602,463,76.91029900332225,473.80345572354213,125.38444924406048,570.7547562305293,272.3939987846053,47.725226257174576
378,10,4,basic,505,338,66.93069306930694,639.4112426035502,121.46153846153847,381.06945932320417,195.24901252804085,51.23711904774828
379,10,6,basic,538,346,64.31226765799256,615.7601156069364,117.0,380.62227703906257,193.02460199965137,50.712901909270435
380,5,4,basic,521,254,48.75239923224568,867.2480314960629,115.64566929133858,190.95362827893803,127.85434768735504,66.95570481676846
381,20,8,basic,557,420,75.40394973070018,434.7857142857143,121.42142857142858,757.1729757440903,248.83975495384848,32.86432069360482
382,15,6,smart,529,409,77.31568998109641,442.1491442542787,128.55012224938875,570.4351552412671,248.64767556174183,43.58912196717182
383,20,8,basic,592,473,79.89864864864865,343.9429175475687,120.80126849894292,757.9779721231406,273.3635452434149,36.064840311613224
384,5,8,smart,570,295,51.75438596491229,1051.3627118644067,116.70508474576272,191.1318182490865,144.038788485679,75.36096805083756
385,20,6,basic,543,441,81.21546961325967,335.671201814059,126.85034013605443,758.1871141340981,279.63804812173436,36.882458552609435
386,10,4,smart,541,369,68.20702402957485,631.1734417344173,124.88346883468834,381.23015842962633,211.67969500325785,55.525432687491104
387,5,8,smart,549,280,51.001821493624774,954.575,122.27857142857142,191.74660391621768,148.8415582570362,77.62409097063929
388,15,8,smart,576,474,82.29166666666666,466.23628691983123,124.25527426160338,570.7696022709251,271.3387948371927,47.539111010399836
389,10,8,smart,586,405,69.11262798634812,544.0098765432099,114.98518518518519,381.48293595316244,220.376402620384,57.768351307708635
390,5,8,smart,585,313,53.504273504273506,1075.182108626198,122.07987220447285,191.29355381951393,147.11123659990008,76.9033946322624
391,5,4,basic,555,270,48.64864864864865,899.6148148148148,120.94074074074074,191.387974245359,135.64787553900777,70.87586149227299
392,10,4,smart,590,408,69.15254237288136,726.1936274509804,127.70098039215686,381.76063917328736,228.79827591581727,59.932390204313855
393,15,6,smart,544,410,75.36764705882352,527.5878048780488,126.22682926829269,569.8808368508404,237.59511356285992,41.692069323792275
394,5,4,basic,577,263,45.58058925476603,958.5133079847909,115.82509505703422,191.04584946893644,131.04079671577318,68.59128166355694
395,10,8,smart,562,405,72.06405693950177,566.9629629629629,123.32345679012346,382.11568038135334,230.97826283003081,60.447208709025844
396,10,8,smart,555,389,70.09009009009009,606.3316195372751,120.52442159383034,381.8643531866447,223.421611666971,58.50810891420617
397,20,6,smart,514,413,80.35019455252919,330.51089588377727,129.97094430992735,758.4068150014386,267.0468209549684,35.21155343975408
398,20,6,basic,561,434,77.36185383244207,393.71198156682027,120.98617511520737,757.2038082893563,254.54931029575326,33.61701400720905
399,15,4,basic,559,409,73.16636851520573,576.9682151589242,131.30073349633253,569.8663113181356,248.3418673737068,43.578969741039245
400,15,4,basic,550,421,76.54545454545455,470.8456057007126,124.8289786223278,570.076406049062,256.0033486407937,44.906848612633425
401,20,6,basic,559,440,78.71198568872988,393.5,125.94318181818181,757.989494737101,265.9533895499253,35.086685421961924
402,5,8,smart,531,248,46.70433145009416,898.3346774193549,122.14112903225806,191.30765945801693,128.39550726634732,67.11467153489697
403,20,6,basic,533,445,83.48968105065666,425.02696629213483,131.02247191011236,758.7420893005229,288.30423833730873,37.99765986398536
404,20,8,basic,589,468,79.45670628183362,386.45299145299145,126.45726495726495,758.5192878744015,284.6972210616025,37.53328697275576
405,5,4,smart,542,287,52.952029520295206,1053.658536585366,128.3275261324042,191.58966157423967,147.48339900847455,76.97878778877939
406,15,8,basic,588,430,73.12925170068027,492.0837209302326,118.63255813953488,569.8513831608569,241.66820143817145,42.40898742715759
407,10,4,smart,517,362,70.01934235976789,658.9171270718232,124.70441988950276,381.06761702927207,208.61082866801618,54.74378282109223
408,5,4,smart,537,279,51.955307262569825,1000.7598566308244,125.47670250896057,191.40546209729033,147.6351087732418,77.13212943641061
409,5,8,basic,565,265,46.902654867256636,960.2603773584906,113.19622641509434,191.08733727072968,135.92639497000263,71.1331252564497
410,20,4,basic,555,450,81.08108108108108,435.61333333333334,131.46,758.084502982984,277.4982338439607,36.605184877415894
411,15,4,basic,559,409,73.16636851520573,543.8361858190709,125.44009779951101,547.3450055275183,242.6733717666725,44.336454944498776
412,15,6,smart,526,400,76.04562737642586,401.195,126.7,569.9982608668173,238.103826441348,41.77272858328633
413,5,8,basic,564,280,49.645390070921984,1019.7785714285715,117.47857142857143,191.29458034540974,138.87780981399573,72.5989254704613
414,10,4,basic,610,397,65.08196721311475,650.8740554156171,120.81108312342569,381.0284620047907,218.75159906035617,57.41082907806656
415,15,6,basic,543,397,73.11233885819522,433.8362720403023,126.26196473551637,569.3993287385583,239.3929846068153,42.04307460937198
416,10,6,basic,545,339,62.20183486238532,607.8672566371681,125.1976401179941,380.67652483458835,195.70172923978703,51.40893027875133
417,15,6,smart,562,405,72.06405693950177,449.241975308642,123.92592592592592,569.9638738043228,244.50027722369987,42.89750429123522
418,10,8,smart,595,416,69.91596638655462,661.2524038461538,114.63942307692308,381.89221685352754,225.41209473544077,59.02505596805505
419,15,8,smart,593,442,74.53625632377741,567.4389140271493,121.68778280542986,570.538600843526,260.7160500435965,45.69647867087956
420,5,6,basic,530,261,49.24528301886792,1088.8659003831417,125.4904214559387,191.02378542239563,127.06336475170735,66.51703842573443
421,20,4,basic,571,450,78.80910683012259,454.6911111111111,131.12,758.7891216813344,279.54945512413803,36.84152119955395
422,10,4,basic,540,365,67.5925925925926,607.7561643835617,121.11232876712329,380.9086783037565,203.12557050441453,53.32657985346072
423,20,6,basic,527,412,78.17836812144212,333.81796116504853,128.52184466019418,757.4461373874502,260.4929772671908,34.390957245576786
424,15,6,smart,566,414,73.14487632508833,472.9154589371981,118.96376811594203,569.7049732830568,228.80753533130454,40.16246058249205
425,5,4,smart,561,276,49.19786096256685,935.2789855072464,132.80797101449275,191.4551965310751,142.030629527426,74.18478688530816
426,20,4,basic,549,456,83.06010928961749,362.62280701754383,128.51315789473685,758.7695455597942,280.21958965877803,36.93079029048822
427,15,4,basic,560,427,76.25,521.8548009367681,129.43091334894615,570.055307642052,252.0395639390404,44.213177311086554
428,15,8,basic,533,406,76.17260787992495,431.29802955665025,115.85714285714286,569.5469536302585,233.6775294632229,41.0286681324123
429,5,8,smart,564,283,50.177304964539005,1028.13074204947,131.21201413427562,191.42555928758543,148.26457387703883,77.45286179589826
430,5,8,basic,576,272,47.22222222222222,987.8823529411765,115.03676470588235,191.29963860838512,140.2614500756195,73.32029014584428
431,10,4,smart,547,379,69.28702010968921,716.7150395778364,128.23218997361477,381.8510228547027,224.50263264678847,58.793251611169175
432,5,8,basic,585,294,50.256410256410255,971.0816326530612,125.73809523809524,191.64964870095764,145.850491377467,76.10266565374518
433,15,8,smart,564,461,81.73758865248227,452.75704989154013,121.75921908893709,570.556262393058,265.0322516519451,46.45155423241391
434,10,8,basic,565,377,66.72566371681415,577.8328912466843,116.23872679045093,380.70097995262626,205.9451692719846,54.096306580984376
435,10,4,smart,576,384,66.66666666666666,673.5625,123.5390625,381.9110978901277,221.7254167484856,58.056814262117605
436,20,8,smart,560,485,86.60714285714286,344.37319587628866,122.21855670103093,759.1165965863092,296.74517233857847,39.09085556461542
437,15,8,basic,566,437,77.20848056537103,368.04805491990845,115.63386727688787,569.6173024652576,249.57991824501806,43.81536817172799
438,10,6,smart,535,371,69.34579439252336,756.8382749326146,127.28840970350404,381.1176930541083,211.79413991427066,55.57184664323671
439,20,8,smart,543,449,82.68876611418048,320.20712694877506,127.65033407572383,759.2084277533528,289.0180678454272,38.068342931951975
440,10,8,smart,594,381,64.14141414141415,654.3595800524935,119.21784776902886,381.7104370332501,214.05224667569226,56.07712703361227
441,10,8,basic,562,388,69.03914590747331,618.9201030927835,118.70618556701031,381.3250620560627,221.13415584333862,57.99098403105414
442,20,8,smart,557,454,81.50807899461401,353.0726872246696,127.8920704845815,759.63823875728,298.0253359369741,39.23253474239589
443,15,8,basic,581,442,76.07573149741825,470.9977375565611,119.05882352941177,569.6109567731025,247.9958312601892,43.53775648297005
444,20,4,smart,588,473,80.4421768707483,375.1374207188161,137.63213530655392,760.4680369166241,310.8479913723806,40.87587857508615
445,15,4,basic,556,425,76.43884892086331,519.4376470588236,126.65411764705883,569.9067036123399,253.05788614362078,44.403388228216905
446,10,4,smart,561,363,64.70588235294117,676.404958677686,126.01928374655647,381.2934220601241,216.20979233581326,56.70430692657485
447,15,8,smart,581,456,78.48537005163512,485.609649122807,120.42324561403508,570.4201022081093,264.0180528617111,46.28484372126635
448,10,6,basic,546,360,65.93406593406593,717.6361111111111,118.58055555555555,381.1532580254003,200.7097093009543,52.658531725728785
449,20,8,smart,556,457,82.19424460431655,383.52297592997814,123.96936542669584,758.8502463539767,278.22806640122616,36.66442328219824
450,5,6,basic,532,261,49.06015037593985,935.4367816091954,122.01532567049809,191.22071120843725,132.37520775766873,69.22639651380396
