,Number of Tricycles,Number of Sectors,Intersection Algorithm,Number of Passengers,Total Trips Completed,Completion Rate,Average Wait Time,Average Travel Time,Total Distance,Productive Distance,Efficiency Percentage
167,20,6,basic,543,417,76.79558011049724,364.8393285371703,125.47242206235012,757.1494854825712,251.19833261969706,33.176847826766355
168,5,6,basic,545,275,50.45871559633027,984.709090909091,128.41454545454545,191.04773110367816,134.08104990537302,70.18196402060889
169,5,4,smart,539,267,49.53617810760667,989.6928838951311,124.79775280898876,191.3649757505925,135.031312583116,70.56218728295579
170,5,8,basic,565,283,50.08849557522124,894.148409893993,114.41696113074205,191.12682830918925,140.82304814241016,73.680419116566
171,15,6,basic,553,415,75.04520795660035,495.8963855421687,128.45301204819276,570.619728381895,258.9051452159042,45.37262424313315
172,10,6,smart,559,367,65.65295169946333,690.3269754768393,123.02452316076294,381.12120834950747,207.2697374354483,54.38420452460663
173,15,6,smart,556,426,76.61870503597122,485.28403755868544,125.45539906103286,570.1376914378336,257.443288775135,45.154581540800656
174,5,6,smart,532,269,50.56390977443609,882.4163568773234,124.94423791821562,191.28617465742084,137.2603707829607,71.75655586650929
175,5,6,basic,540,262,48.51851851851852,945.3854961832061,124.05343511450381,191.23205936042092,135.44473484732873,70.82742051742062
176,20,8,basic,560,432,77.14285714285715,395.025462962963,128.10416666666666,757.8430435675333,265.8899930217972,35.08510044113152
177,5,6,basic,530,265,50.0,944.4150943396227,129.37735849056602,191.2991994550997,136.98431886429466,71.60736649943304
178,15,8,basic,561,432,77.00534759358288,487.91898148148147,119.25,570.0665053664517,244.40607105599585,42.87325579651204
179,20,8,basic,574,463,80.66202090592334,441.08855291576674,123.61555075593952,758.5780659821294,284.1321930026975,37.45589356513125
180,5,6,smart,547,284,51.91956124314442,946.080985915493,127.74295774647888,191.56788874605718,143.67845634790618,75.00132579023547
181,10,6,smart,544,358,65.80882352941177,663.5055865921788,118.99720670391062,381.3524653930066,207.0853831925559,54.302883024275715
182,10,6,basic,564,368,65.24822695035462,650.4429347826087,115.83152173913044,380.4436015748477,196.94607462060503,51.76748243506949
183,15,6,smart,587,443,75.46848381601363,468.9119638826185,122.3273137697517,570.2018683919835,257.98606555458014,45.24468961880505
184,10,8,basic,603,381,63.18407960199005,662.6272965879265,116.71391076115485,381.4140365081462,210.89013417511023,55.291655258892405
185,15,4,smart,548,416,75.91240875912408,485.6442307692308,133.76682692307693,570.2268993150154,262.22808134579054,45.986620704984595
186,20,4,basic,566,434,76.67844522968198,387.71889400921657,132.64285714285714,758.844769701433,291.2280011456357,38.37780963558847
187,10,8,basic,549,380,69.2167577413479,584.3973684210526,115.76842105263158,380.41024654369244,203.3487090181102,53.45510823267332
188,20,6,smart,559,459,82.11091234347049,362.6884531590414,129.62091503267973,759.0667431375648,278.78267658673747,36.72703080553932
189,10,6,basic,565,388,68.67256637168143,634.4072164948453,122.29639175257732,381.41752121149705,220.0072329176626,57.68146995944321
190,5,6,smart,524,266,50.76335877862596,950.5526315789474,125.1842105263158,191.3559016222196,134.73234916055762,70.40929912187927
191,10,8,basic,574,398,69.33797909407666,623.1507537688442,112.7286432160804,380.8276550590148,209.97181395591437,55.13565287777647
192,15,8,smart,558,430,77.06093189964157,463.2,123.96279069767442,570.2569858209262,253.5202102258318,44.45718623873956
193,15,8,smart,547,416,76.05118829981718,468.15384615384613,124.61057692307692,569.8110705675023,252.28066426090885,44.274440650942495
194,20,4,smart,537,417,77.6536312849162,379.8465227817746,127.1462829736211,758.2403009288643,261.3969440944666,34.474155986466094
195,5,6,smart,546,272,49.81684981684982,1043.1948529411766,126.84191176470588,191.4972172207882,139.40722746648197,72.79856568659758
196,20,4,basic,598,467,78.09364548494983,449.11777301927197,124.96573875802999,758.5546466878003,286.8866889188141,37.820174218363015
197,15,6,basic,562,405,72.06405693950177,439.6469135802469,120.17283950617283,569.4308577796995,234.68448917419389,41.21386924643768
198,10,8,smart,556,389,69.96402877697841,673.452442159383,124.80462724935732,381.6539201477988,225.62347201273485,59.11729451786063
199,15,8,basic,573,413,72.07678883071553,410.8401937046005,118.818401937046,569.5248558849163,243.26632381968727,42.713908147468814
200,20,8,smart,571,470,82.31173380035027,349.86382978723407,125.82553191489362,758.8472227201239,291.8880041340254,38.46465999937892
201,10,4,smart,550,379,68.9090909090909,646.2559366754617,125.01055408970976,381.53360395361796,218.44955165910494,57.2556517683987
202,5,6,basic,568,284,50.0,1025.9647887323943,120.43661971830986,191.20847725790972,138.7005942925226,72.53893565892355
203,15,4,smart,553,399,72.15189873417721,377.82706766917295,126.52882205513785,570.414665646596,249.3537767927299,43.71447506702406
204,10,6,basic,567,345,60.84656084656085,632.4405797101449,111.59710144927536,380.26137995260206,178.17981422330325,46.85719445017335
205,15,4,basic,553,387,69.98191681735986,463.49612403100775,125.0,569.817915635824,241.0584943778752,42.304477932901285
206,10,4,smart,569,358,62.91739894551846,612.7374301675977,129.268156424581,381.3982252375317,216.64576710059214,56.80303492908676
207,20,6,basic,556,433,77.87769784172663,473.99538106235565,127.31870669745959,757.7387311541609,259.19117036941043,34.20587594547525
208,10,6,basic,568,376,66.19718309859155,568.3909574468086,118.76595744680851,380.8381514751459,207.27476965610472,54.42594678428162
209,5,6,basic,560,268,47.85714285714286,1026.0335820895523,119.66044776119404,191.3838099962313,134.92294763372658,70.49862140187484
210,15,4,basic,548,402,73.35766423357664,475.4228855721393,130.66915422885572,570.132769104189,254.99762109786317,44.72600680338436
211,10,8,basic,547,385,70.38391224862889,599.1688311688312,124.0961038961039,381.5190199729407,221.15602100599796,57.96723346104303
212,5,6,smart,548,279,50.912408759124084,888.68458781362,119.57347670250896,191.20680557467136,134.83996107567805,70.52048208766266
213,10,6,basic,563,348,61.811722912966246,718.8620689655172,126.14367816091954,380.56465108653015,198.6054838054282,52.18705500849858
214,15,6,basic,553,405,73.23688969258589,502.358024691358,124.01481481481481,569.5065922475602,240.7696921554877,42.27689291625038
215,10,8,basic,537,354,65.92178770949721,575.2146892655368,118.75141242937853,380.99215500091515,204.33406826907634,53.632093361236144
216,5,8,smart,558,283,50.7168458781362,958.660777385159,123.07773851590106,191.4202065700697,145.62302567292545,76.07505408245389
217,20,6,basic,557,435,78.09694793536805,431.8551724137931,133.08505747126438,757.9179272549434,269.1045894516766,35.50576913074613
218,10,6,smart,576,382,66.31944444444444,610.4921465968587,124.15968586387434,381.5739411257901,211.93703033431663,55.542847006014284
219,15,8,smart,595,471,79.15966386554622,400.2823779193206,120.4692144373673,570.286410844402,271.84273644775243,47.66775628499458
220,15,6,smart,560,425,75.89285714285714,465.94117647058823,126.17411764705882,570.6107154359781,255.32614280910042,44.74611778259669
221,20,6,basic,555,440,79.27927927927928,437.39772727272725,123.48863636363636,758.4715937663055,267.2688550255217,35.23782000830878
