,Number of Tricycles,Number of Sectors,Intersection Algorithm,Number of Passengers,Total Trips Completed,Completion Rate,Average Wait Time,Average Travel Time,Total Distance,Productive Distance,Efficiency Percentage
200,15,4,smart,559,431,77.10196779964222,449.9443155452436,128.69141531322506,570.0057522540304,263.3415805610261,46.19981105798816
201,20,8,smart,562,473,84.16370106761566,343.30021141649047,123.19873150105708,758.96176500329,292.34913919514827,38.51961359264007
202,15,4,basic,555,422,76.03603603603604,494.3909952606635,124.8388625592417,569.98834824361,248.88815040669704,43.66548038633301
203,10,8,basic,562,371,66.01423487544484,550.1185983827494,111.57142857142857,381.147010931564,204.3734852013205,53.62064487973023
204,5,6,basic,546,261,47.8021978021978,983.551724137931,128.9808429118774,191.40930348659705,137.1940274845048,71.67573622883565
205,20,4,smart,556,466,83.81294964028777,327.1652360515021,131.89270386266094,759.1533615405244,304.5612137171901,40.11853587780397
206,15,8,smart,560,457,81.60714285714286,447.5404814004376,126.30634573304158,570.7685230456673,266.1320079148708,46.62695947120012
207,5,4,basic,555,274,49.36936936936937,1001.478102189781,119.13868613138686,191.25302525693004,137.9465654799777,72.12778218522806
208,20,6,basic,542,412,76.01476014760148,311.8495145631068,123.22572815533981,756.9468352396202,244.21627397382943,32.26333245670021
209,5,8,smart,560,285,50.89285714285714,943.0666666666667,121.44561403508771,191.52326353392812,140.93489274495383,73.58630494513653
210,10,4,smart,555,386,69.54954954954955,631.2901554404145,129.37564766839378,381.561011628033,219.9625919330643,57.648078611212014
211,15,8,basic,560,448,80.0,377.41517857142856,123.10491071428571,569.8628813905133,258.5477855150218,45.370174818921974
212,5,4,smart,556,272,48.92086330935252,955.1727941176471,116.08823529411765,191.42704924580576,141.76202168757737,74.05537631494542
213,15,4,basic,558,407,72.93906810035843,481.7911547911548,125.5970515970516,570.4179185394083,244.04723442605737,42.78393551362411
214,5,4,basic,555,258,46.48648648648649,994.8643410852713,119.79069767441861,191.33562514891315,135.26236081189978,70.69376688561132
215,10,6,smart,542,359,66.23616236162361,632.816155988858,121.15320334261838,380.6661912227238,196.24044785808644,51.55184578587075
216,10,8,basic,563,364,64.65364120781527,501.8296703296703,114.32692307692308,380.8943255186838,200.78915712532313,52.71518730343331
217,5,8,basic,564,282,50.0,834.1063829787234,119.36879432624113,191.41697239361244,140.59174141920292,73.44789736309426
218,15,6,basic,547,403,73.6745886654479,412.7468982630273,118.28535980148884,569.9816750096966,239.21001573733713,41.968018661874986
219,5,6,smart,542,252,46.494464944649444,953.4206349206349,120.51587301587301,191.184276167399,131.42523377821752,68.74270019106746
220,15,4,smart,555,430,77.47747747747748,445.2627906976744,129.41860465116278,570.8110713667162,260.28451408071953,45.59906545917368
221,15,4,smart,557,444,79.71274685816876,472.73198198198196,134.9346846846847,571.0490206841106,278.35337539677556,48.74421727635767
222,20,8,basic,558,465,83.33333333333334,317.6301075268817,121.22365591397849,758.2054913241483,277.1969151879565,36.55960268816481
